,年,週,年齡別,縣市,腸病毒急診就診人次
35004,2014,2,1-3,桃園市,21
35005,2014,4,1-3,嘉義市,7
35006,2014,4,4-6,花蓮縣,1
35007,2013,43,0,新竹市,1
35008,2013,43,1-3,新竹市,14
35009,2013,43,4-6,屏東縣,1
35010,2013,43,4-6,新竹市,3
35011,2013,44,1-3,澎湖縣,3
35012,2013,45,0,彰化縣,1
35013,2013,45,16+,台南市,3
35014,2013,45,7-15,苗栗縣,1
35015,2013,46,1-3,台中市,29
35016,2013,46,4-6,基隆市,2
35017,2013,46,0,新北市,3
35018,2013,46,0,新竹市,2
35019,2013,46,7-15,高雄市,6
35020,2013,47,1-3,台中市,33
35021,2013,47,4-6,基隆市,1
35022,2013,47,0,新竹市,2
35023,2013,47,7-15,南投縣,3
35024,2013,48,0,台南市,5
35025,2013,49,1-3,彰化縣,10
35026,2013,49,7-15,高雄市,4
35027,2013,50,16+,台南市,1
35028,2013,50,4-6,台中市,11
35029,2013,51,1-3,苗栗縣,1
35030,2016,4,4-6,基隆市,2
35031,2016,4,4-6,彰化縣,5
35032,2016,5,1-3,新北市,13
35033,2016,6,0,台北市,1
35034,2016,6,1-3,台東縣,4
35035,2016,6,4-6,南投縣,1
35036,2016,8,0,台南市,1
35037,2016,8,0,台中市,2
35038,2016,10,1-3,宜蘭縣,2
35039,2016,11,0,新北市,1
35040,2016,12,0,新北市,4
35041,2016,13,16+,苗栗縣,2
35042,2016,14,4-6,雲林縣,3
35043,2016,14,7-15,屏東縣,1
35044,2016,15,16+,南投縣,1
35045,2016,15,1-3,台南市,24
35046,2016,16,7-15,澎湖縣,3
35047,2016,17,1-3,基隆市,5
35048,2016,17,1-3,彰化縣,34
35049,2016,17,4-6,台南市,20
35050,2016,18,4-6,嘉義縣,4
35051,2016,18,0,台北市,7
35052,2014,4,4-6,澎湖縣,4
35053,2014,5,7-15,屏東縣,2
35054,2014,6,0,台東縣,1
35055,2014,6,4-6,嘉義市,1
35056,2014,7,1-3,彰化縣,2
35057,2014,7,4-6,台中市,5
35058,2014,8,0,台北市,3
35059,2014,8,7-15,台北市,2
35060,2014,8,7-15,彰化縣,1
35061,2014,9,0,台東縣,1
35062,2014,9,0,嘉義市,2
35063,2014,9,4-6,台中市,4
35064,2014,11,16+,高雄市,1
35065,2014,11,1-3,台中市,17
35066,2014,11,7-15,新北市,1
35067,2014,13,1-3,台北市,10
35068,2014,16,16+,基隆市,1
35069,2014,16,4-6,桃園市,12
35070,2014,17,1-3,宜蘭縣,7
35071,2014,18,7-15,雲林縣,4
35072,2014,19,4-6,桃園市,16
35073,2014,21,16+,台中市,2
35074,2014,21,1-3,雲林縣,31
35075,2015,17,7-15,彰化縣,3
35076,2015,19,0,新北市,1
35077,2015,19,16+,台北市,5
35078,2015,19,1-3,高雄市,20
35079,2015,20,4-6,宜蘭縣,6
35080,2015,21,16+,嘉義市,1
35081,2015,21,1-3,台南市,31
35082,2015,21,1-3,桃園市,50
35083,2015,22,4-6,南投縣,2
35084,2015,22,4-6,新竹縣,1
35085,2015,23,16+,桃園市,3
35086,2015,23,1-3,基隆市,21
35087,2015,23,4-6,台北市,30
35088,2015,23,0,雲林縣,1
35089,2015,24,0,基隆市,1
35090,2015,24,7-15,嘉義縣,2
35091,2015,26,4-6,彰化縣,10
35092,2015,26,0,宜蘭縣,1
35093,2015,27,1-3,台東縣,2
35094,2015,27,7-15,台南市,10
35095,2015,28,1-3,南投縣,4
35096,2015,28,0,屏東縣,2
35097,2015,29,0,台中市,1
35098,2014,37,4-6,台北市,14
35099,2014,37,4-6,桃園市,8
35100,2014,37,0,雲林縣,1
35101,2014,37,0,嘉義縣,1
35102,2014,37,7-15,台中市,5
35103,2014,38,1-3,台南市,20
35104,2014,38,4-6,台南市,9
35105,2014,44,7-15,苗栗縣,1
35106,2014,45,1-3,宜蘭縣,6
35107,2014,45,0,台東縣,1
35108,2014,48,0,桃園市,1
35109,2014,48,0,新北市,1
35110,2014,48,0,嘉義市,1
35111,2014,51,1-3,花蓮縣,1
35112,2014,52,4-6,台南市,1
35113,2014,53,16+,台南市,1
35114,2014,53,16+,花蓮縣,1
35115,2015,2,1-3,台東縣,2
35116,2015,3,4-6,屏東縣,1
35117,2015,5,7-15,台南市,1
35118,2015,6,1-3,台中市,13
35119,2015,6,7-15,彰化縣,1
35120,2014,21,0,嘉義縣,2
35121,2014,21,7-15,台東縣,2
35122,2014,22,4-6,新北市,27
35123,2014,22,4-6,嘉義市,28
35124,2014,22,0,台中市,16
35125,2014,22,7-15,彰化縣,11
35126,2014,23,1-3,台南市,99
35127,2014,23,1-3,金門縣,6
35128,2014,24,1-3,雲林縣,36
35129,2014,25,1-3,桃園市,89
35130,2014,26,1-3,台北市,130
35131,2014,26,7-15,屏東縣,3
35132,2014,27,16+,新北市,1
35133,2014,27,1-3,嘉義縣,17
35134,2014,27,4-6,苗栗縣,8
35135,2014,27,7-15,金門縣,3
35136,2014,29,1-3,嘉義市,25
35137,2014,29,4-6,苗栗縣,4
35138,2014,30,0,高雄市,3
35139,2014,30,1-3,屏東縣,5
35140,2014,30,4-6,屏東縣,1
35141,2014,31,16+,桃園市,1
35142,2016,30,0,新竹市,2
35143,2016,30,4-6,桃園市,13
35144,2016,30,0,雲林縣,3
35145,2016,31,0,彰化縣,2
35146,2016,33,4-6,台南市,6
35147,2016,33,4-6,新竹市,2
35148,2016,35,0,基隆市,1
35149,2016,37,0,台北市,5
35150,2016,37,7-15,新竹市,1
35151,2016,38,7-15,台南市,7
35152,2016,39,0,台北市,1
35153,2016,39,0,新竹市,3
35154,2016,39,7-15,新竹市,6
35155,2016,40,1-3,雲林縣,8
35156,2016,40,4-6,嘉義市,5
35157,2016,41,0,雲林縣,1
35158,2016,41,1-3,花蓮縣,4
35159,2016,41,1-3,苗栗縣,1
35160,2016,41,7-15,彰化縣,6
35161,2016,42,0,苗栗縣,1
35162,2016,42,1-3,屏東縣,9
35163,2016,42,1-3,新北市,15
35164,2014,50,1-3,新北市,15
35165,2014,51,4-6,桃園市,5
35166,2014,53,1-3,高雄市,21
35167,2015,1,1-3,雲林縣,2
35168,2015,1,1-3,嘉義縣,1
35169,2015,1,7-15,新竹市,1
35170,2015,2,1-3,嘉義市,2
35171,2015,4,1-3,新北市,11
35172,2015,5,4-6,高雄市,2
35173,2015,6,4-6,台北市,6
35174,2015,7,1-3,台東縣,1
35175,2015,7,1-3,基隆市,3
35176,2015,7,4-6,台北市,5
35177,2015,9,4-6,台北市,2
35178,2015,10,16+,台中市,3
35179,2015,10,1-3,桃園市,5
35180,2015,12,0,新北市,1
35181,2015,12,1-3,宜蘭縣,1
35182,2015,13,4-6,新北市,6
35183,2015,13,0,花蓮縣,1
35184,2015,14,0,新竹市,2
35185,2015,14,7-15,屏東縣,2
35186,2014,31,7-15,南投縣,1
35187,2014,31,7-15,彰化縣,5
35188,2014,34,0,台北市,1
35189,2014,34,7-15,嘉義市,1
35190,2014,36,1-3,台中市,26
35191,2014,36,4-6,澎湖縣,1
35192,2014,37,4-6,澎湖縣,1
35193,2014,38,4-6,宜蘭縣,1
35194,2014,38,4-6,桃園市,4
35195,2014,39,1-3,南投縣,1
35196,2014,40,1-3,新竹市,9
35197,2014,40,4-6,宜蘭縣,2
35198,2014,41,16+,台中市,1
35199,2014,41,7-15,澎湖縣,1
35200,2014,43,0,新北市,1
35201,2014,43,1-3,台北市,7
35202,2014,44,1-3,桃園市,7
35203,2014,45,0,台北市,2
35204,2014,46,1-3,嘉義縣,2
35205,2014,49,1-3,嘉義縣,1
35206,2014,49,0,苗栗縣,1
35207,2014,49,7-15,苗栗縣,1
35208,2014,50,0,台北市,2
35209,2013,51,4-6,彰化縣,1
35210,2014,1,1-3,台中市,29
35211,2014,2,4-6,台北市,18
35212,2014,3,4-6,花蓮縣,1
35213,2014,5,0,新北市,2
35214,2014,7,1-3,新竹市,3
35215,2014,9,0,桃園市,1
35216,2014,9,1-3,屏東縣,4
35217,2014,9,1-3,新竹市,4
35218,2014,11,0,台中市,2
35219,2014,11,4-6,澎湖縣,1
35220,2014,12,1-3,花蓮縣,2
35221,2014,13,0,彰化縣,1
35222,2014,14,0,台中市,2
35223,2014,14,16+,台南市,1
35224,2014,14,7-15,台南市,1
35225,2014,15,7-15,台南市,3
35226,2014,16,1-3,嘉義縣,7
35227,2014,17,1-3,彰化縣,13
35228,2014,18,1-3,桃園市,34
35229,2014,18,4-6,基隆市,3
35230,2014,20,1-3,台東縣,6
35231,2013,45,0,宜蘭縣,2
35232,2013,46,0,嘉義縣,1
35233,2013,47,0,彰化縣,1
35234,2013,47,7-15,新竹市,2
35235,2013,48,1-3,桃園市,32
35236,2013,50,0,嘉義市,1
35237,2013,51,1-3,澎湖縣,1
35238,2013,52,0,台北市,2
35239,2013,52,16+,高雄市,2
35240,2013,52,7-15,嘉義市,3
35241,2014,2,1-3,台南市,14
35242,2014,2,7-15,桃園市,6
35243,2014,3,1-3,台中市,19
35244,2014,4,4-6,嘉義市,2
35245,2014,5,4-6,新竹市,7
35246,2014,5,4-6,嘉義市,11
35247,2014,7,7-15,台中市,1
35248,2014,10,16+,台南市,1
35249,2014,12,16+,高雄市,1
35250,2014,15,1-3,苗栗縣,3
35251,2014,16,1-3,屏東縣,8
35252,2014,16,1-3,新竹市,12
35253,2015,43,0,桃園市,5
35254,2015,44,0,台中市,4
35255,2015,44,0,嘉義市,1
35256,2015,44,16+,嘉義市,2
35257,2015,44,0,台北市,12
35258,2015,45,0,台中市,3
35259,2015,45,0,台北市,7
35260,2015,45,0,嘉義市,1
35261,2015,45,1-3,澎湖縣,1
35262,2015,45,0,台北市,13
35263,2015,46,16+,高雄市,5
35264,2015,46,0,高雄市,11
35265,2015,47,16+,高雄市,4
35266,2015,47,0,高雄市,8
35267,2015,48,1-3,宜蘭縣,12
35268,2015,48,1-3,南投縣,8
35269,2015,48,7-15,嘉義縣,1
35270,2015,49,4-6,花蓮縣,3
35271,2015,50,0,台北市,2
35272,2015,50,0,新竹市,4
35273,2015,50,7-15,台北市,17
35274,2015,52,1-3,嘉義縣,2
35275,2014,20,7-15,台南市,9
35276,2014,21,1-3,台北市,104
35277,2014,21,4-6,台北市,56
35278,2014,21,0,雲林縣,6
35279,2014,22,16+,宜蘭縣,1
35280,2014,22,0,嘉義市,8
35281,2014,22,7-15,南投縣,2
35282,2014,22,7-15,高雄市,25
35283,2014,23,0,彰化縣,3
35284,2014,23,16+,台南市,1
35285,2014,23,4-6,澎湖縣,3
35286,2014,23,7-15,苗栗縣,2
35287,2014,24,0,桃園市,18
35288,2014,24,7-15,桃園市,23
35289,2014,25,7-15,桃園市,21
35290,2014,25,7-15,雲林縣,4
35291,2014,26,0,新北市,4
35292,2014,26,16+,台北市,10
35293,2014,26,0,彰化縣,7
35294,2014,26,7-15,台北市,30
35295,2014,27,16+,台北市,11
35296,2014,27,16+,基隆市,1
35297,2014,27,1-3,高雄市,67
35298,2014,50,0,屏東縣,1
35299,2014,52,1-3,彰化縣,4
35300,2014,53,0,嘉義市,1
35301,2014,53,16+,台北市,1
35302,2014,53,1-3,桃園市,14
35303,2015,1,16+,新竹市,1
35304,2015,2,1-3,嘉義縣,1
35305,2015,4,1-3,台東縣,2
35306,2015,4,1-3,彰化縣,1
35307,2015,4,0,桃園市,1
35308,2015,5,4-6,台北市,12
35309,2015,6,7-15,南投縣,1
35310,2015,8,0,高雄市,1
35311,2015,8,7-15,新北市,2
35312,2015,9,0,嘉義市,2
35313,2015,10,1-3,新竹市,3
35314,2015,10,4-6,新北市,4
35315,2015,12,16+,苗栗縣,1
35316,2015,12,1-3,南投縣,3
35317,2015,13,4-6,台南市,9
35318,2015,13,0,桃園市,3
35319,2015,13,7-15,桃園市,3
35320,2016,7,1-3,嘉義縣,1
35321,2016,7,4-6,基隆市,1
35322,2016,10,7-15,屏東縣,1
35323,2016,11,0,宜蘭縣,1
35324,2016,12,16+,嘉義市,1
35325,2016,12,4-6,苗栗縣,1
35326,2016,13,1-3,台中市,14
35327,2016,13,1-3,彰化縣,7
35328,2016,13,7-15,宜蘭縣,1
35329,2016,14,0,高雄市,3
35330,2016,14,4-6,高雄市,11
35331,2016,15,4-6,新竹市,1
35332,2016,15,7-15,澎湖縣,4
35333,2016,16,1-3,南投縣,1
35334,2016,16,1-3,新北市,14
35335,2016,16,4-6,雲林縣,5
35336,2016,16,7-15,台中市,10
35337,2016,16,7-15,彰化縣,2
35338,2016,17,1-3,南投縣,1
35339,2016,17,1-3,新竹縣,1
35340,2016,17,7-15,彰化縣,5
35341,2016,18,7-15,嘉義市,2
35342,2016,19,1-3,南投縣,3
35343,2014,39,0,花蓮縣,1
35344,2014,39,0,南投縣,1
35345,2014,41,4-6,台北市,5
35346,2014,42,1-3,台北市,12
35347,2014,42,7-15,桃園市,1
35348,2014,43,1-3,宜蘭縣,8
35349,2014,44,0,高雄市,3
35350,2014,44,4-6,台中市,3
35351,2014,46,1-3,新竹市,4
35352,2014,46,4-6,新竹市,3
35353,2014,47,4-6,新北市,2
35354,2014,47,7-15,彰化縣,1
35355,2014,49,1-3,新竹市,3
35356,2014,53,16+,新北市,1
35357,2014,53,1-3,苗栗縣,2
35358,2014,53,4-6,彰化縣,1
35359,2014,53,0,宜蘭縣,1
35360,2015,1,4-6,屏東縣,1
35361,2015,2,0,嘉義縣,1
35362,2015,2,7-15,嘉義市,3
35363,2015,3,7-15,宜蘭縣,2
35364,2015,6,0,嘉義縣,1
35365,2015,14,0,台北市,4
35366,2015,14,0,彰化縣,1
35367,2015,15,0,台北市,1
35368,2015,15,7-15,苗栗縣,1
35369,2015,17,7-15,台南市,2
35370,2015,21,1-3,台中市,87
35371,2015,22,16+,高雄市,1
35372,2015,23,16+,基隆市,1
35373,2015,24,0,宜蘭縣,1
35374,2015,24,1-3,苗栗縣,9
35375,2015,26,4-6,高雄市,13
35376,2015,27,1-3,連江縣,3
35377,2015,27,1-3,新竹市,35
35378,2015,27,4-6,新竹市,6
35379,2015,28,16+,桃園市,6
35380,2015,29,4-6,高雄市,11
35381,2015,29,0,桃園市,4
35382,2015,30,1-3,宜蘭縣,8
35383,2015,30,1-3,花蓮縣,4
35384,2015,30,4-6,桃園市,9
35385,2015,30,4-6,雲林縣,4
35386,2015,31,1-3,南投縣,7
35387,2015,32,16+,台南市,2
35388,2013,24,7-15,基隆市,4
35389,2013,24,7-15,彰化縣,12
35390,2013,24,7-15,澎湖縣,9
35391,2013,25,4-6,嘉義市,31
35392,2013,25,0,台北市,25
35393,2013,25,7-15,彰化縣,11
35394,2013,25,7-15,澎湖縣,1
35395,2013,27,0,台南市,5
35396,2013,28,16+,高雄市,4
35397,2013,29,16+,桃園市,2
35398,2013,29,0,南投縣,2
35399,2013,30,4-6,南投縣,5
35400,2013,31,4-6,台北市,27
35401,2013,32,16+,花蓮縣,1
35402,2013,32,0,屏東縣,2
35403,2013,33,4-6,新竹市,6
35404,2013,34,0,台北市,4
35405,2013,34,7-15,雲林縣,3
35406,2013,35,0,台北市,5
35407,2013,35,0,彰化縣,6
35408,2013,36,0,台東縣,1
35409,2013,36,7-15,高雄市,3
35410,2015,7,4-6,台中市,8
35411,2015,7,4-6,嘉義市,4
35412,2015,7,7-15,屏東縣,2
35413,2015,8,16+,台中市,1
35414,2015,8,7-15,台中市,1
35415,2015,10,7-15,宜蘭縣,1
35416,2015,11,1-3,台北市,12
35417,2015,11,0,新北市,3
35418,2015,11,7-15,新北市,2
35419,2015,16,1-3,高雄市,16
35420,2015,17,1-3,高雄市,25
35421,2015,17,7-15,台北市,6
35422,2015,18,1-3,連江縣,2
35423,2015,18,4-6,高雄市,7
35424,2015,19,4-6,新竹市,14
35425,2015,19,0,彰化縣,4
35426,2015,19,0,澎湖縣,1
35427,2015,20,16+,桃園市,1
35428,2015,22,4-6,花蓮縣,3
35429,2015,22,4-6,新北市,20
35430,2015,23,7-15,新北市,13
35431,2015,28,16+,基隆市,1
35432,2015,29,7-15,苗栗縣,1
35433,2016,18,0,桃園市,3
35434,2016,18,7-15,桃園市,7
35435,2016,18,7-15,基隆市,1
35436,2016,18,7-15,彰化縣,4
35437,2016,19,4-6,台南市,18
35438,2016,19,0,澎湖縣,1
35439,2016,20,16+,新北市,6
35440,2016,20,1-3,屏東縣,11
35441,2016,20,1-3,嘉義市,27
35442,2016,20,4-6,花蓮縣,6
35443,2016,20,4-6,雲林縣,2
35444,2016,22,1-3,新竹市,54
35445,2016,22,4-6,南投縣,8
35446,2016,22,4-6,新北市,17
35447,2016,22,0,台中市,11
35448,2016,24,0,高雄市,2
35449,2016,24,0,嘉義縣,2
35450,2016,25,7-15,嘉義縣,2
35451,2016,26,0,雲林縣,7
35452,2016,28,1-3,基隆市,7
35453,2016,28,4-6,桃園市,22
35454,2016,28,7-15,雲林縣,4
35455,2015,33,1-3,宜蘭縣,3
35456,2015,33,4-6,宜蘭縣,4
35457,2015,34,16+,新北市,1
35458,2015,34,1-3,嘉義市,22
35459,2015,35,16+,新北市,1
35460,2015,35,1-3,嘉義市,24
35461,2015,36,0,花蓮縣,4
35462,2015,36,7-15,宜蘭縣,1
35463,2015,37,7-15,花蓮縣,1
35464,2015,38,1-3,基隆市,11
35465,2015,38,4-6,嘉義縣,3
35466,2015,38,0,新竹市,1
35467,2015,39,4-6,台中市,9
35468,2015,39,4-6,台北市,22
35469,2015,39,4-6,基隆市,3
35470,2015,39,0,宜蘭縣,1
35471,2015,39,7-15,宜蘭縣,1
35472,2015,40,16+,苗栗縣,1
35473,2015,41,1-3,嘉義縣,5
35474,2015,42,16+,高雄市,4
35475,2015,42,1-3,台中市,39
35476,2015,42,1-3,台北市,41
35477,2016,29,1-3,新北市,21
35478,2016,29,0,雲林縣,1
35479,2016,30,1-3,台中市,50
35480,2016,31,0,南投縣,1
35481,2016,31,0,新北市,7
35482,2016,31,7-15,高雄市,5
35483,2016,34,16+,台北市,4
35484,2016,34,4-6,屏東縣,2
35485,2016,36,16+,苗栗縣,1
35486,2016,37,4-6,澎湖縣,2
35487,2016,38,4-6,台南市,6
35488,2016,38,4-6,基隆市,1
35489,2016,38,0,宜蘭縣,2
35490,2016,39,0,花蓮縣,2
35491,2016,40,7-15,苗栗縣,1
35492,2016,41,0,高雄市,3
35493,2016,41,16+,嘉義縣,1
35494,2016,41,0,台南市,9
35495,2016,41,0,屏東縣,1
35496,2016,42,0,台北市,3
35497,2016,42,16+,台南市,5
35498,2016,42,4-6,台中市,24
35499,2016,43,1-3,新北市,36
35500,2015,49,1-3,台南市,29
35501,2015,50,0,桃園市,3
35502,2015,50,4-6,台南市,5
35503,2015,52,16+,彰化縣,1
35504,2015,52,0,嘉義縣,1
35505,2016,1,4-6,宜蘭縣,1
35506,2016,3,4-6,台南市,8
35507,2016,3,7-15,宜蘭縣,3
35508,2016,4,16+,基隆市,2
35509,2016,4,1-3,花蓮縣,4
35510,2016,6,1-3,基隆市,11
35511,2016,6,1-3,彰化縣,19
35512,2016,6,4-6,台北市,17
35513,2016,6,0,桃園市,3
35514,2016,6,0,高雄市,6
35515,2016,7,1-3,彰化縣,9
35516,2016,7,0,桃園市,4
35517,2016,8,1-3,新竹縣,1
35518,2016,10,4-6,基隆市,1
35519,2016,10,0,澎湖縣,1
35520,2016,11,16+,宜蘭縣,1
35521,2016,11,16+,新北市,16
35522,2016,12,7-15,新北市,8
35523,2016,26,4-6,雲林縣,9
35524,2016,27,4-6,彰化縣,14
35525,2016,28,1-3,花蓮縣,2
35526,2016,28,0,基隆市,2
35527,2016,29,4-6,雲林縣,2
35528,2016,30,1-3,高雄市,45
35529,2016,31,0,屏東縣,2
35530,2016,31,16+,台中市,2
35531,2016,31,1-3,台北市,23
35532,2016,33,1-3,嘉義市,5
35533,2016,34,0,高雄市,9
35534,2016,34,7-15,嘉義市,2
35535,2016,35,0,新北市,2
35536,2016,35,4-6,嘉義縣,2
35537,2016,35,0,屏東縣,1
35538,2016,35,0,高雄市,7
35539,2016,40,1-3,嘉義縣,1
35540,2016,41,0,南投縣,3
35541,2016,42,0,台南市,1
35542,2016,42,1-3,新竹市,15
35543,2016,43,4-6,宜蘭縣,6
35544,2016,43,0,新北市,6
35545,2016,43,7-15,新北市,1
35546,2016,43,7-15,台中市,10
35547,2016,44,0,新北市,3
35548,2016,44,1-3,台中市,70
35549,2016,44,4-6,苗栗縣,2
35550,2016,44,7-15,屏東縣,1
35551,2016,45,0,高雄市,9
35552,2016,45,7-15,台南市,7
35553,2016,46,1-3,花蓮縣,1
35554,2016,47,4-6,新竹市,5
35555,2016,48,16+,新竹縣,1
35556,2016,48,1-3,連江縣,1
35557,2016,48,0,新竹市,8
35558,2016,49,1-3,花蓮縣,6
35559,2016,49,4-6,雲林縣,9
35560,2016,49,7-15,新北市,5
35561,2016,50,1-3,嘉義縣,2
35562,2016,50,4-6,苗栗縣,11
35563,2016,51,16+,高雄市,1
35564,2016,51,4-6,屏東縣,1
35565,2016,51,0,澎湖縣,1
35566,2017,1,1-3,新北市,24
35567,2017,2,1-3,桃園市,41
35568,2017,3,1-3,彰化縣,13
35569,2015,43,7-15,嘉義縣,4
35570,2015,44,4-6,彰化縣,2
35571,2015,44,0,新北市,6
35572,2015,44,7-15,南投縣,1
35573,2015,45,4-6,基隆市,2
35574,2015,45,0,花蓮縣,1
35575,2015,45,7-15,新北市,5
35576,2015,46,0,彰化縣,2
35577,2015,47,16+,雲林縣,2
35578,2015,47,0,嘉義市,7
35579,2015,50,7-15,新北市,5
35580,2015,51,16+,新北市,5
35581,2015,51,16+,嘉義市,2
35582,2015,51,1-3,台南市,24
35583,2015,51,4-6,苗栗縣,3
35584,2015,51,7-15,桃園市,5
35585,2015,52,0,高雄市,1
35586,2015,52,16+,台中市,2
35587,2015,52,1-3,雲林縣,6
35588,2015,52,4-6,屏東縣,5
35589,2015,52,4-6,高雄市,9
35590,2016,1,0,桃園市,1
35591,2016,1,0,嘉義市,1
35592,2014,23,7-15,澎湖縣,2
35593,2014,25,0,台北市,5
35594,2014,25,4-6,基隆市,12
35595,2014,25,4-6,彰化縣,14
35596,2014,26,1-3,台東縣,7
35597,2014,26,0,高雄市,7
35598,2014,26,7-15,台南市,12
35599,2014,27,1-3,台東縣,7
35600,2014,27,4-6,嘉義縣,11
35601,2014,28,1-3,雲林縣,17
35602,2014,28,7-15,嘉義縣,1
35603,2014,29,4-6,嘉義縣,3
35604,2014,29,0,新竹市,2
35605,2014,29,7-15,台南市,12
35606,2014,31,1-3,苗栗縣,1
35607,2014,31,4-6,宜蘭縣,5
35608,2014,32,1-3,台南市,32
35609,2014,32,1-3,高雄市,41
35610,2014,33,0,新竹市,1
35611,2014,33,4-6,台中市,8
35612,2014,33,0,宜蘭縣,1
35613,2014,33,0,雲林縣,1
35614,2014,34,4-6,桃園市,5
35615,2017,9,1-3,嘉義縣,3
35616,2017,9,7-15,高雄市,1
35617,2017,10,1-3,嘉義市,3
35618,2017,11,16+,桃園市,1
35619,2017,12,7-15,桃園市,1
35620,2017,13,1-3,台中市,7
35621,2017,13,7-15,彰化縣,1
35622,2017,14,4-6,高雄市,5
35623,2017,14,4-6,嘉義市,1
35624,2017,15,1-3,彰化縣,5
35625,2017,15,4-6,新竹市,3
35626,2017,17,1-3,南投縣,1
35627,2017,17,1-3,新北市,4
35628,2017,17,0,雲林縣,1
35629,2017,19,1-3,新北市,10
35630,2017,19,0,台中市,2
35631,2017,19,7-15,台中市,1
35632,2017,20,7-15,宜蘭縣,1
35633,2017,20,7-15,苗栗縣,1
35634,2017,21,0,台南市,1
35635,2017,22,0,台東縣,1
35636,2017,22,1-3,台北市,31
35637,2017,50,7-15,澎湖縣,1
35638,2018,1,16+,桃園市,1
35639,2018,3,1-3,台中市,16
35640,2018,3,1-3,彰化縣,9
35641,2018,3,4-6,嘉義市,1
35642,2018,4,4-6,高雄市,3
35643,2018,4,4-6,新竹市,2
35644,2018,5,4-6,高雄市,4
35645,2018,6,1-3,雲林縣,2
35646,2018,6,4-6,雲林縣,2
35647,2018,7,1-3,南投縣,4
35648,2018,7,1-3,雲林縣,5
35649,2018,7,1-3,新北市,19
35650,2018,7,1-3,新竹縣,2
35651,2018,7,1-3,嘉義市,8
35652,2018,7,4-6,雲林縣,3
35653,2018,7,7-15,台中市,2
35654,2018,8,7-15,雲林縣,5
35655,2018,9,1-3,南投縣,3
35656,2018,9,1-3,新北市,5
35657,2018,9,4-6,新北市,2
35658,2018,10,16+,台南市,8
35659,2016,1,7-15,台中市,3
35660,2016,1,7-15,基隆市,2
35661,2016,2,16+,台東縣,2
35662,2016,3,16+,桃園市,2
35663,2016,3,4-6,屏東縣,1
35664,2016,4,1-3,雲林縣,6
35665,2016,4,7-15,台北市,6
35666,2016,5,7-15,台北市,8
35667,2016,5,7-15,新竹市,1
35668,2016,6,0,嘉義縣,1
35669,2016,7,0,屏東縣,1
35670,2016,8,1-3,花蓮縣,1
35671,2016,9,1-3,台中市,10
35672,2016,9,1-3,嘉義市,4
35673,2016,11,1-3,台東縣,2
35674,2016,12,0,雲林縣,1
35675,2016,13,16+,台南市,4
35676,2016,14,16+,澎湖縣,1
35677,2016,14,1-3,新竹市,12
35678,2016,14,4-6,新北市,2
35679,2016,14,0,台中市,11
35680,2016,15,0,彰化縣,1
35681,2013,41,7-15,南投縣,2
35682,2013,42,16+,宜蘭縣,3
35683,2013,43,0,台南市,1
35684,2013,44,7-15,花蓮縣,1
35685,2013,46,0,台北市,8
35686,2013,47,1-3,宜蘭縣,5
35687,2013,47,4-6,宜蘭縣,2
35688,2013,51,4-6,新北市,5
35689,2013,52,0,嘉義市,1
35690,2013,52,7-15,苗栗縣,1
35691,2014,1,0,嘉義縣,1
35692,2014,1,7-15,嘉義市,2
35693,2014,2,1-3,新北市,15
35694,2014,2,4-6,南投縣,1
35695,2014,2,4-6,雲林縣,3
35696,2014,3,0,桃園市,2
35697,2014,3,7-15,桃園市,3
35698,2014,5,0,台北市,3
35699,2014,5,1-3,桃園市,29
35700,2014,6,7-15,台東縣,1
35701,2014,7,1-3,澎湖縣,2
35702,2014,9,7-15,台北市,2
35703,2014,10,4-6,台北市,6
35704,2015,45,0,高雄市,11
35705,2015,45,7-15,高雄市,18
35706,2015,47,4-6,雲林縣,6
35707,2015,48,7-15,台南市,6
35708,2015,49,0,桃園市,7
35709,2015,50,1-3,台中市,36
35710,2015,51,0,台中市,2
35711,2015,51,0,台北市,7
35712,2015,52,1-3,台南市,18
35713,2016,1,0,新北市,2
35714,2016,2,16+,台南市,1
35715,2016,3,0,台南市,2
35716,2016,5,0,新竹市,1
35717,2016,6,4-6,雲林縣,2
35718,2016,6,0,南投縣,2
35719,2016,6,0,基隆市,1
35720,2016,8,16+,彰化縣,1
35721,2016,8,0,台東縣,1
35722,2016,9,0,高雄市,2
35723,2016,12,4-6,台北市,6
35724,2016,12,0,宜蘭縣,2
35725,2016,13,1-3,苗栗縣,2
35726,2015,29,0,彰化縣,1
35727,2015,29,4-6,彰化縣,5
35728,2015,29,0,台南市,8
35729,2015,30,16+,新北市,3
35730,2015,30,4-6,台北市,19
35731,2015,30,4-6,苗栗縣,1
35732,2015,30,0,雲林縣,1
35733,2015,30,7-15,新北市,5
35734,2015,32,1-3,屏東縣,7
35735,2015,33,0,台北市,1
35736,2015,33,16+,屏東縣,3
35737,2015,33,16+,新北市,2
35738,2015,33,1-3,台北市,40
35739,2015,34,16+,台中市,3
35740,2015,34,4-6,雲林縣,5
35741,2015,34,7-15,嘉義市,1
35742,2015,35,16+,台中市,4
35743,2015,35,4-6,雲林縣,1
35744,2015,35,7-15,嘉義市,4
35745,2015,38,4-6,新竹市,5
35746,2015,39,7-15,基隆市,5
35747,2015,40,4-6,台南市,9
35748,2016,15,0,新北市,1
